"GEOID","year","County","Geography","variable","Variable_Description","estimate","moe"
"36099",2019,"Seneca","NA County","B03002_005","Native American (Non-Hispanic)",0.415818551904623,0.157022390229718
"36099",2019,"Seneca","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0232625763303286,0.0261703983716197
"36099",2019,"Seneca","NA County","B03002_008","Other (Non-Hispanic)",0.0523407967432393,0.0610642628671125
"36099",2019,"Seneca","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.42483280023263,0.314044780459436
"36069",2019,"Ontario","NA County","B03002_003","White (Non-Hispanic)",89.8393768662509,0.105925432148369
"36069",2019,"Ontario","NA County","B03002_004","Black (Non-Hispanic)",2.15320835349874,0.175324853211093
"36069",2019,"Ontario","NA County","B03002_012","Hispanic or Latino (Any Race)",4.74381568974806,0
"36069",2019,"Ontario","NA County","B03002_006","Asian (Non-Hispanic)",1.3706385659888,0.159801298499694
"36069",2019,"Ontario","NA County","B03002_005","Native American (Non-Hispanic)",0.240158522888112,0.101359680762663
"36069",2019,"Ontario","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0.0328734099770799,0.042004912748491
"36069",2019,"Ontario","NA County","B03002_008","Other (Non-Hispanic)",0.19724045986248,0.113230634365498
"36069",2019,"Ontario","NA County","B03002_009","Two or More Races (Non-Hispanic)",1.42268813178585,0.253855777045228
"36073",2019,"Orleans","NA County","B03002_003","White (Non-Hispanic)",86.3680813612361,0.0293369841580286
"36073",2019,"Orleans","NA County","B03002_004","Black (Non-Hispanic)",5.63514570702132,0.378936045374536
"36073",2019,"Orleans","NA County","B03002_012","Hispanic or Latino (Any Race)",4.91883434382945,0
"36073",2019,"Orleans","NA County","B03002_006","Asian (Non-Hispanic)",0.557402699002543,0.11979268531195
"36073",2019,"Orleans","NA County","B03002_005","Native American (Non-Hispanic)",0.332485820457657,0.124682182671621
"36073",2019,"Orleans","NA County","B03002_007","Pacific Islander (Non-Hispanic)",0,0.0611187169958928
"36073",2019,"Orleans","NA County","B03002_008","Other (Non-Hispanic)",0.00488949735967143,0.0122237433991786
